fold,TP,TN,FN,FP
fold1,21,1,1,13
fold2,22,0,0,14
fold3,20,4,2,10
fold4,17,2,5,12
fold5,19,7,3,7
fold6,22,2,0,12
fold7,18,1,4,13
fold8,22,1,0,13
fold9,19,2,3,12
fold10,14,5,3,5
total,194,25,21,111
acc,precision,recall,F-Measure,MCC
0.6239316239316239,0.6360655737704918,0.9023255813953488,0.7461538461538462,0.12436857201536224
