fold,TP,TN,FN,FP
fold1,5,19,6,3
fold2,3,20,8,2
fold3,4,15,7,7
fold4,4,22,7,0
fold5,3,22,8,0
fold6,2,22,9,0
fold7,5,22,6,0
fold8,1,21,10,1
fold9,7,20,4,2
fold10,3,15,4,2
total,37,198,69,17
acc,precision,recall,F-Measure,MCC
0.7320872274143302,0.6851851851851852,0.3490566037735849,0.46249999999999997,0.3394393928192428
