fold,TP,TN,FN,FP
fold1,15,7,7,7
fold2,20,5,2,9
fold3,18,3,4,11
fold4,17,5,5,9
fold5,21,5,1,9
fold6,21,7,1,7
fold7,17,8,5,6
fold8,19,6,3,8
fold9,17,6,5,8
fold10,15,5,2,5
total,180,57,35,79
acc,precision,recall,F-Measure,MCC
0.6752136752136753,0.694980694980695,0.8372093023255814,0.7594936708860759,0.2839482244347531
