fold,TP,TN,FN,FP
fold1,19,7,3,7
fold2,22,0,0,14
fold3,20,4,2,10
fold4,16,4,6,10
fold5,22,8,0,6
fold6,21,7,1,7
fold7,21,4,1,10
fold8,20,5,2,9
fold9,17,6,5,8
fold10,17,2,0,8
total,195,47,20,89
acc,precision,recall,F-Measure,MCC
0.6894586894586895,0.6866197183098591,0.9069767441860465,0.7815631262525049,0.3130871506106518
