alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7834757834757835,0.8116591928251121,0.8418604651162791,0.8264840182648402,0.5394964253203034
drop1,0.7834757834757835,0.8102678571428571,0.8441860465116279,0.826879271070615,0.5390363804245083
drop2,0.7749287749287749,0.8,0.8434108527131783,0.8211320754716982,0.5195618444961585
drop3,0.7713675213675214,0.7951807228915663,0.8441860465116279,0.8189509306260575,0.5112356432245161
drop4,0.7715099715099715,0.7961335676625659,0.8427906976744186,0.8187980117487573,0.5118171346703172
drop5,0.7749287749287749,0.8,0.8434108527131783,0.8211320754716982,0.5195618444961585
drop6,0.7753357753357754,0.7998741346758967,0.8445182724252491,0.821590174531351,0.5202925510616536
drop7,0.7763532763532763,0.7996706915477497,0.8470930232558139,0.8226990400903444,0.5221669330574112
drop8,0.7774612219056664,0.8019607843137255,0.8454780361757106,0.8231446540880504,0.5249962031414339
drop9,0.778062678062678,0.8018494055482166,0.8469767441860465,0.8237955213752545,0.5261064220593276
drop10,0.7782957782957783,0.8016793282686925,0.8477801268498943,0.824085491163173,0.5264992301729892
drop11,0.7796771130104464,0.8027859237536656,0.8488372093023255,0.8251695553880934,0.5294793666810088
drop12,0.7779969318430857,0.8014208389715832,0.8475849731663685,0.8238567205703355,0.525848573264004
drop13,0.7794057794057794,0.802639849151477,0.8485049833887043,0.8249354005167959,0.5289155942352062
drop14,0.7789173789173789,0.8024655121808042,0.8477519379844961,0.8244873341375151,0.5279283483017775
drop15,0.7799145299145299,0.8035812672176309,0.8479651162790698,0.8251768033946252,0.5301750510919748
drop16,0.7784481313893079,0.8022803835190464,0.8470588235294118,0.8240617513973916,0.526975390953782
drop17,0.7769863880974992,0.8010765842916565,0.8459948320413436,0.8229232122659293,0.5238135242148535
drop18,0.7767281451491977,0.8006021306160259,0.8462668298653611,0.8228013804593598,0.5231725157103774
drop19,0.7767806267806268,0.8009249064082801,0.8458139534883721,0.8227576066055876,0.5233739928576104
drop20,0.7753357753357754,0.7998741346758967,0.8445182724252491,0.821590174531351,0.5202925510616536
drop21,0.7749287749287749,0.7994395516413131,0.8443974630021142,0.8213037219823154,0.5193799448190118
drop22,0.7751765143069491,0.7999233422767343,0.8440849342770476,0.8214110006887729,0.5200062494605225
drop23,0.7752849002849003,0.8002205476934388,0.8437984496124031,0.8214319403829827,0.5203080956087837
drop24,0.7751566951566952,0.8001058574453069,0.8437209302325581,0.8213347822149779,0.520027932777065
drop25,0.7751479289940828,0.8002376103190767,0.8434704830053668,0.8212854903326947,0.5200542964032848
drop26,0.7756674052970349,0.8006210165059651,0.8439276485788114,0.8217041261321705,0.5211627982341144
drop27,0.7755392755392755,0.8005989911727617,0.843687707641196,0.8215787770947913,0.5209129814491914
drop28,0.7752234993614304,0.8007008989791254,0.842822774659182,0.8212220659478043,0.52034924586557
