alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7720797720797721,0.8082191780821918,0.8232558139534883,0.815668202764977,0.5173779041200629
drop1,0.7735042735042735,0.8072562358276644,0.827906976744186,0.817451205510907,0.5195524826741926
drop2,0.7701804368471035,0.8011958146487295,0.8310077519379845,0.8158295281582952,0.511147421577372
drop3,0.7742165242165242,0.8033519553072626,0.836046511627907,0.8193732193732194,0.5193816797622371
drop4,0.7783475783475784,0.8067978533094812,0.8390697674418605,0.8226174190606474,0.5282725102361295
drop5,0.7792022792022792,0.8071481757259866,0.8403100775193798,0.8233953665020889,0.5299867869050514
drop6,0.7798127798127799,0.8073979591836735,0.8411960132890366,0.8239505369345916,0.5312127732471417
drop7,0.7788461538461539,0.8064696040156163,0.8406976744186047,0.8232280102476516,0.5290899253708594
drop8,0.7790440012662235,0.8069478908188585,0.8403100775193798,0.8232911392405065,0.5296227537236666
drop9,0.7800569800569801,0.8078641644325291,0.8409302325581396,0.8240656335460347,0.5318273259032261
drop10,0.7788137788137788,0.8054993934492519,0.8422832980972516,0.823480777180653,0.5287027355822416
drop11,0.7787274453941121,0.8056379821958457,0.8418604651162791,0.8233510235026534,0.5285868794184811
drop12,0.779750164365549,0.8062970568104039,0.8429338103756708,0.824208500962043,0.5307275233592432
drop13,0.777981277981278,0.8043133523628291,0.8425249169435216,0.8229758234625993,0.5267431974854195
drop14,0.7777777777777778,0.8039041703637977,0.8427906976744186,0.8228882833787466,0.5262246070386308
drop15,0.7772435897435898,0.8032696037683569,0.8427325581395348,0.822528018158604,0.525008438457335
drop16,0.7784481313893079,0.8046487333507443,0.8429548563611491,0.8233564938535542,0.5277330485193187
drop17,0.7776194998417221,0.8034966756956414,0.8431524547803617,0.8228470558567645,0.5257919969308876
drop18,0.7779277252961464,0.803921568627451,0.8430844553243574,0.8230373999283069,0.526512926133069
drop19,0.7784900284900285,0.804256262469519,0.8437209302325581,0.8235160594711157,0.52768337029535
drop20,0.778998778998779,0.8046875,0.8440753045404208,0.823910928548265,0.5287843877398607
drop21,0.7773892773892774,0.8033447511585734,0.8429175475687104,0.8226555246053853,0.5253078498650808
drop22,0.7774061687105165,0.8032755298651253,0.8430738119312436,0.8226936359151457,0.5253169089257288
drop23,0.7770655270655271,0.8031030661248615,0.8426356589147287,0.822394552676376,0.5246178232164982
drop24,0.7772079772079772,0.8032990422135509,0.8426046511627907,0.8224825206574049,0.5249510764654567
drop25,0.7769011615165461,0.8029321513808387,0.8425760286225402,0.8222765363128491,0.5242515351102806
drop26,0.7770391474095177,0.8029209058089924,0.8428940568475453,0.8224220522733003,0.5245079264312932
drop27,0.7774725274725275,0.8031956968834045,0.8433554817275748,0.8227858358317802,0.525415917188371
drop28,0.7773848118675705,0.8033012379642366,0.8429831595829992,0.822663953670371,0.5252850926788735
drop29,0.7773029439696106,0.8031309998523113,0.8431007751937984,0.822630663338628,0.5250746629197336
