alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7749287749287749,0.8035714285714286,0.8372093023255814,0.8200455580865604,0.5207812970106529
drop1,0.7692307692307693,0.7991071428571429,0.8325581395348837,0.8154897494305239,0.5086112414014159
drop2,0.7673314339981007,0.7923976608187134,0.8403100775193798,0.8156508653122648,0.5026582732362938
drop3,0.7692307692307693,0.7977777777777778,0.8348837209302326,0.8159090909090909,0.5081176344006373
drop4,0.7726495726495727,0.8012477718360071,0.8362790697674418,0.8183887118798361,0.5157187124876076
drop5,0.7701804368471035,0.7980769230769231,0.8364341085271317,0.8168054504163513,0.5099900758550459
drop6,0.7712657712657712,0.7997457088366179,0.8358803986710963,0.8174139051332033,0.5126086469354207
drop7,0.7727920227920227,0.8012249443207127,0.8366279069767442,0.8185437997724687,0.5159750344682535
drop8,0.7730294396961064,0.8023833167825224,0.8351421188630491,0.8184350468473031,0.5168336379827526
drop9,0.7735042735042735,0.8025904421616793,0.8358139534883721,0.8188653451811346,0.5177875622985865
drop10,0.7751877751877752,0.8041446566436408,0.8367864693446089,0.8201409034397016,0.5214662741100365
drop11,0.7744539411206078,0.8031994047619048,0.8368217054263566,0.8196659073652239,0.519767125709883
drop12,0.7733946964716195,0.8022657054582905,0.8361359570661896,0.8188507358093903,0.5174673131787454
drop13,0.7706552706552706,0.799554565701559,0.8348837209302326,0.8168373151308305,0.5114073482220887
drop14,0.7718898385565052,0.8004750593824228,0.835968992248062,0.8178370999544972,0.5140303389740897
drop15,0.771545584045584,0.8001669913721124,0.8357558139534884,0.8175742926205035,0.5132802686716869
drop16,0.7717445952740071,0.8011557656947728,0.8344733242134063,0.8174752077191102,0.5140094320096237
drop17,0.7719214941437164,0.801290002480774,0.834625322997416,0.8176180230350588,0.5143856093489925
drop18,0.7722297195981407,0.8018823529411765,0.8342717258261934,0.817756448710258,0.5151726471843423
drop19,0.7720797720797721,0.802013422818792,0.8337209302325581,0.8175598631698973,0.514944543734562
drop20,0.7731651064984398,0.803027073118738,0.8343300110741971,0.8183793178361938,0.5173199935984075
drop21,0.7724682724682724,0.802441505595117,0.8338266384778013,0.8178330741316744,0.5158191112437066
