alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7834757834757835,0.8116591928251121,0.8418604651162791,0.8264840182648402,0.5394964253203034
drop1,0.782051282051282,0.8126410835214447,0.8372093023255814,0.8247422680412372,0.5371918016020464
drop2,0.7815764482431149,0.8129713423831071,0.8356589147286821,0.8241590214067278,0.5364361474052799
drop3,0.7827635327635327,0.8142695356738392,0.836046511627907,0.8250143430866324,0.5390869972962756
drop4,0.7823361823361823,0.8124436429215509,0.838139534883721,0.825091575091575,0.5376481882282204
drop5,0.7773029439696106,0.8047512991833704,0.8403100775193798,0.8221463784603715,0.5256179276546017
drop6,0.7769637769637769,0.8049713193116634,0.839202657807309,0.8217306441119063,0.5250601768378131
drop7,0.7774216524216524,0.8067226890756303,0.8372093023255814,0.8216833095577747,0.5265262759362151
drop8,0.7746122190566636,0.8049875311720698,0.834108527131783,0.8192893401015229,0.5207088529716968
drop9,0.7769230769230769,0.8063648588077096,0.8367441860465116,0.8212736818078064,0.5254752339113167
drop10,0.7764827764827765,0.8070318887980377,0.8346723044397463,0.820619413843276,0.5249038155411206
drop11,0.7768281101614435,0.8075768942235559,0.8344961240310077,0.8208158597026306,0.5257391301621999
drop12,0.7758053911900066,0.8063623789764869,0.8343470483005366,0.8201160541586073,0.5234113094507516
drop13,0.7765567765567766,0.8071979434447301,0.8345514950166113,0.8206468474354786,0.5251008877558853
drop14,0.7773979107312441,0.807611627210069,0.8356589147286821,0.8213959158793052,0.5268013696305814
drop15,0.7777777777777778,0.8080382237211917,0.8357558139534884,0.8216633323806802,0.5276564865030552
drop16,0.7754315401374224,0.8059740946338885,0.8341997264021888,0.8198440440978758,0.5225804537044965
drop17,0.775403608736942,0.8064516129032258,0.8333333333333334,0.819672131147541,0.5227059034656862
drop18,0.7756785125206178,0.8065356381719156,0.8337821297429621,0.8199325950890708,0.5232419240965172
drop19,0.7753561253561253,0.8062992125984252,0.8334883720930233,0.8196683819325329,0.5225620817888936
drop20,0.7752001085334419,0.8059957173447537,0.8336655592469546,0.8195971692977682,0.5221628850243486
drop21,0.7746697746697747,0.8053513071895425,0.833615221987315,0.819239559526283,0.5209492768279674
drop22,0.7745571658615137,0.8049970720281086,0.8339737108190091,0.8192292411601112,0.5206110444018199
drop23,0.7745726495726496,0.8049373480456331,0.834108527131783,0.8192633482440278,0.5206174988575519
drop24,0.7740170940170941,0.8038337513436045,0.8347906976744186,0.8190198046910652,0.5191879853600639
