alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7692307692307693,0.8018018018018018,0.827906976744186,0.8146453089244851,0.5096512601993103
drop1,0.7735042735042735,0.8031319910514542,0.8348837209302326,0.8187001140250856,0.5179844807453569
drop2,0.7730294396961064,0.8038922155688623,0.8325581395348837,0.8179741051028179,0.5173920503672053
drop3,0.7770655270655271,0.8083427282976324,0.8337209302325581,0.8208357183743559,0.5264576501952418
drop4,0.7760683760683761,0.8083182640144665,0.8316279069767442,0.8198074277854194,0.5246236362211231
drop5,0.7763532763532763,0.8076634109691961,0.8333333333333334,0.820297596337276,0.5248990096602504
drop6,0.7773707773707774,0.8090322580645162,0.8332225913621263,0.820949263502455,0.5272732981832879
drop7,0.7767094017094017,0.8075407990996061,0.8343023255813954,0.8207034601086646,0.5255075694931202
drop8,0.7771446660335549,0.8085213032581454,0.8335917312661498,0.8208651399491095,0.5266689996709294
drop9,0.7763532763532763,0.8078484438430311,0.8330232558139535,0.8202427295626289,0.5249679526618007
drop10,0.7754467754467754,0.8074712643678161,0.8317124735729386,0.8194126223703395,0.523167692327766
drop11,0.7749287749287749,0.8074604370761115,0.8306201550387597,0.8188765762323271,0.5222185768415974
drop12,0.7744904667981591,0.8070236439499304,0.8304114490161002,0.8185505201904426,0.5212525737244759
drop13,0.7751322751322751,0.8075556990636099,0.8308970099667774,0.8190600949729817,0.5226258851918697
drop14,0.7751187084520418,0.8071020162503761,0.8316279069767442,0.819181429444105,0.5224284770036647
drop15,0.7743945868945868,0.8063151959402312,0.8313953488372093,0.8186632317160442,0.5208069835953691
drop16,0.7749287749287749,0.8067940552016986,0.8317373461012312,0.8190758453455476,0.5219647413508679
drop17,0.7749287749287749,0.8063063063063063,0.8325581395348837,0.8192219679633866,0.5217808772545014
drop18,0.7750787224471435,0.806352216164968,0.8328029375764994,0.8193641618497111,0.5220728777344011
drop19,0.7750712250712251,0.8063499211889215,0.8327906976744186,0.8193570529687679,0.5220582752340882
drop20,0.774657441324108,0.8059605488850772,0.8325581395348837,0.8190434687874495,0.5211539549813282
drop21,0.7736337736337736,0.8042857142857143,0.8331923890063425,0.8184839044652128,0.5186490308441293
drop22,0.7739378174160783,0.8046875,0.833164812942366,0.8186785891703925,0.5193574240767523
drop23,0.7739791073124407,0.8046407185628742,0.8333333333333334,0.8187357197258187,0.5194158608479471
drop24,0.7742450142450142,0.8049964054636952,0.8333023255813954,0.8189048359082184,0.52003684035043
drop25,0.7733946964716195,0.8036206896551724,0.8338103756708408,0.8184372256365232,0.517962214046345
drop26,0.7734515141922549,0.8035180882841022,0.834108527131783,0.8185275969909559,0.518028955144478
drop27,0.7734025234025234,0.8034885581693071,0.8340531561461794,0.8184856141494824,0.517927782166088
drop28,0.7732586698103939,0.8036183701871038,0.8335204490777867,0.8182963312864117,0.5177109840203167
drop29,0.7734093067426401,0.8037369207772795,0.8336434108527132,0.8184170471841705,0.5180321796292268
drop30,0.7731826118922893,0.803470715835141,0.8336084021005251,0.8182621502209131,0.5175162010639579
drop31,0.7730591168091168,0.8034188034188035,0.8334302325581395,0.8181493900263965,0.5172696694039621
drop32,0.7731157731157731,0.8033410294716827,0.8336856941508104,0.8182321206252594,0.5173450608385426
drop33,0.7732528908999498,0.8035337552742616,0.8336525307797538,0.8183161004431314,0.5176689423847713
