alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7549857549857549,0.7918552036199095,0.813953488372093,0.8027522935779816,0.47992197134084413
drop1,0.7692307692307693,0.8018018018018018,0.827906976744186,0.8146453089244851,0.5096512601993103
drop2,0.7673314339981007,0.7967359050445104,0.8325581395348837,0.8142532221379833,0.5042188657579221
drop3,0.7706552706552706,0.799554565701559,0.8348837209302326,0.8168373151308305,0.5114073482220887
drop4,0.7686609686609687,0.7989276139410187,0.8316279069767442,0.8149498632634458,0.5074954926686907
drop5,0.7687559354226021,0.7985130111524164,0.8325581395348837,0.815180265654649,0.5075132846066521
drop6,0.7696377696377696,0.799617102744097,0.8325581395348837,0.8157552083333334,0.5095522784690067
drop7,0.7702991452991453,0.8004471771939631,0.8325581395348837,0.8161869478483897,0.5110813335920356
drop8,0.7711301044634378,0.8014925373134328,0.8325581395348837,0.8167300380228136,0.513002237105994
drop9,0.7726495726495727,0.8023255813953488,0.8344186046511628,0.8180574555403556,0.516110711313572
drop10,0.7733747733747733,0.8028455284552846,0.8350951374207188,0.8186528497409327,0.5176406043952015
drop11,0.7739791073124407,0.8039581777445856,0.8344961240310077,0.8189425637124382,0.5191635227720283
drop12,0.7733946964716195,0.8030981067125645,0.8347048300536672,0.8185964912280701,0.517769740757436
drop13,0.7735042735042735,0.80352,0.83421926910299,0.8185819070904645,0.518126898235678
drop14,0.7734093067426401,0.8040095751047277,0.8331782945736435,0.8183340947160044,0.518133578204328
drop15,0.7726139601139601,0.8030260577192491,0.833139534883721,0.8178056784134684,0.5163045849478367
drop16,0.7720797720797721,0.8028503562945368,0.8322845417236662,0.8173025255239118,0.5152573929771401
drop17,0.7728711617600507,0.8035402642732485,0.8328165374677002,0.817916508057353,0.516969486640793
drop18,0.7731294047083521,0.803875236294896,0.8328029375764994,0.8180834435493567,0.51756918674277
drop19,0.7723646723646723,0.8026433691756273,0.8332558139534884,0.817663167503423,0.5157033321376326
drop20,0.7722154388821055,0.8026034997865984,0.8330011074197121,0.8175198348005652,0.5154139593046335
drop21,0.7718207718207718,0.8022403258655805,0.83276955602537,0.8172199170124482,0.5145524395099427
drop22,0.771955902390685,0.8021806853582555,0.833164812942366,0.8173792282511655,0.5147786544273696
drop23,0.7702991452991453,0.8007834359261332,0.8319767441860465,0.8160821214713431,0.5112081875708654
drop24,0.77002849002849,0.8004295686414892,0.832,0.815909505564678,0.5105772057526436
drop25,0.7701073854920009,0.8006198347107438,0.8318425760286225,0.8159326197578523,0.5107941452737096
drop26,0.7702859554711406,0.8006297646668876,0.8322136089577951,0.8161162260326043,0.5111258754123188
drop27,0.76994301994302,0.8005757236526467,0.8315614617940199,0.8157744642711644,0.5104757580674676
drop28,0.7697219766185284,0.8005561563417272,0.8311146752205293,0.8155492603084671,0.5100630139284708
drop29,0.7701804368471035,0.8007462686567164,0.8317829457364341,0.8159695817490494,0.5109761801576829
drop30,0.7699659957724474,0.8007225433526012,0.831357839459865,0.8157526683842474,0.5105737910161804
drop31,0.7708333333333334,0.8014561747409689,0.8319767441860465,0.8164313222079589,0.5124434313195612
