alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7692307692307693,0.7964601769911505,0.8372093023255814,0.816326530612245,0.5076418073731256
drop1,0.7678062678062678,0.801354401805869,0.8255813953488372,0.813287514318442,0.5068922158134688
drop2,0.7730294396961064,0.8029850746268656,0.834108527131783,0.8182509505703423,0.5170543510026163
drop3,0.7777777777777778,0.8071748878923767,0.8372093023255814,0.821917808219178,0.5273468522876185
drop4,0.7766381766381767,0.805183199285076,0.838139534883721,0.8213309024612581,0.5245277759328655
drop5,0.7744539411206078,0.8038777032065623,0.8356589147286821,0.8194602812618776,0.5200111054192201
drop6,0.7753357753357754,0.8048624440179143,0.8358803986710963,0.820078226857888,0.521998240041297
drop7,0.7752849002849003,0.8057271195957327,0.8343023255813954,0.8197657812053698,0.5222196394995757
drop8,0.7742956631845521,0.8055,0.8325581395348837,0.8188055908513341,0.5203180325097332
drop9,0.7743589743589744,0.8053057553956835,0.8330232558139535,0.8189300411522635,0.5203614422250704
drop10,0.7744107744107744,0.8053965658217498,0.8329809725158562,0.8189565578881729,0.5204904288871913
drop11,0.7739791073124407,0.8055555555555556,0.8317829457364341,0.8184591914569032,0.5197592744119696
drop12,0.7740521586675433,0.8054016620498615,0.8322003577817532,0.8185817349991201,0.519834867368071
drop13,0.7737077737077737,0.8053410553410554,0.8315614617940199,0.8182412553121935,0.5191816735998175
drop14,0.773599240265907,0.8051636145301712,0.8316279069767442,0.8181818181818182,0.5189158471503368
drop15,0.7735042735042735,0.8051801801801802,0.8313953488372093,0.8180778032036613,0.5187484729907036
drop16,0.7727501256913022,0.8045033112582781,0.8309165526675787,0.8174966352624495,0.5171122119749755
drop17,0.772712883823995,0.8044022011005503,0.8310077519379845,0.8174885612608032,0.5170055301242507
drop18,0.7728295096716149,0.8043581241117953,0.8313341493268054,0.8176236908631274,0.5172019279877249
drop19,0.7737891737891738,0.8045822102425876,0.8330232558139535,0.8185557586837295,0.519045127004903
drop20,0.7733007733007733,0.8038461538461539,0.8332225913621263,0.8182707993474715,0.517873168649309
drop21,0.7732452732452733,0.8037935957576994,0.8331923890063425,0.8182290044638222,0.5177515562035356
drop22,0.7733184689706429,0.8040210813976186,0.8329625884732053,0.8182359952324195,0.517970975565152
drop23,0.772673314339981,0.8027617092741183,0.8337209302325581,0.8179484741895616,0.5163155061349696
drop24,0.7727635327635327,0.8030112923462986,0.8334883720930233,0.8179660398028118,0.5165742572923142
drop25,0.77229892614508,0.8025499655410062,0.8332737030411449,0.8176233105143058,0.5155475500743018
drop26,0.7723963279518835,0.8025879230258792,0.8334194659776055,0.8177131750190146,0.5157409438316394
drop27,0.7710622710622711,0.8014070994563479,0.8325581395348837,0.8166856770408994,0.5128454373616185
drop28,0.7717850476471166,0.8019450447669033,0.8331996792301524,0.8172736568866514,0.5143763162229092
drop29,0.7717948717948718,0.8020600089565607,0.8330232558139535,0.8172484599589322,0.5144373204349355
drop30,0.7720797720797721,0.8023407022106632,0.8331582895723931,0.8174591491240984,0.5150662790862172
drop31,0.7717236467236467,0.8021562587510501,0.8327034883720931,0.817144487234346,0.5143423958798509
drop32,0.7714754381421048,0.8020097772949484,0.8324171952078929,0.8169306314406252,0.5138313060051418
drop33,0.7716608010725657,0.8020819607326394,0.8326949384404925,0.817101818914021,0.5141990146324814
drop34,0.7715099715099715,0.8017395753389613,0.8329568106312293,0.8170501205761584,0.5137933955578076
drop35,0.7718423551756886,0.8020898121656922,0.8330749354005168,0.8172888015717092,0.5145358099461261
